,city,latitude,longitude,name,category_code,number_of_employees,founded_year,geo
713,New York,40.73906,-73.990911,Business Insider,web,,2007,"{'type': 'Point', 'coordinates': [-73.990911, 40.73906]}"
714,,37.09024,-95.712891,MindBites,web,15,2007,"{'type': 'Point', 'coordinates': [-95.712891, 37.09024]}"
715,San Francisco,37.790947,-122.398634,vFlyer,public_relations,,2005,"{'type': 'Point', 'coordinates': [-122.398634, 37.790947]}"
716,London,51.5141566,-0.0934254,Zemanta,web,30,2007,"{'type': 'Point', 'coordinates': [-0.0934254, 51.5141566]}"
717,New York,40.7387945,-73.9939213,Zemanta,web,30,2007,"{'type': 'Point', 'coordinates': [-73.9939213, 40.7387945]}"
718,New York,40.752143,-73.990675,Social Sauce,network_hosting,10,2006,"{'type': 'Point', 'coordinates': [-73.990675, 40.752143]}"
719,Portland,45.52254,-122.675536,iovation,security,65,2004,"{'type': 'Point', 'coordinates': [-122.675536, 45.52254]}"
720,,55.378051,-3.435973,Digital Sports Media,network_hosting,4,2007,"{'type': 'Point', 'coordinates': [-3.435973, 55.378051]}"
721,Austin,30.261295,-97.79272,Say2GO,web,,2008,"{'type': 'Point', 'coordinates': [-97.79272, 30.261295]}"
722,,37.269175,-119.306607,Pressflip,web,3,2007,"{'type': 'Point', 'coordinates': [-119.306607, 37.269175]}"
723,Boston,42.351137,-71.070322,Skycore,mobile,,2003,"{'type': 'Point', 'coordinates': [-71.070322, 42.351137]}"
724,,56.879635,24.603189,Fresho,web,11,2007,"{'type': 'Point', 'coordinates': [24.603189, 56.879635]}"
725,Santa Clara,37.374659,-121.970209,Berkeley Design Automation,software,30,2001,"{'type': 'Point', 'coordinates': [-121.970209, 37.374659]}"
726,Austin,30.387275,-97.759511,itzbig,search,,2006,"{'type': 'Point', 'coordinates': [-97.759511, 30.387275]}"
727,New York City,40.755409,-73.992706,Wakozi,web,5,2008,"{'type': 'Point', 'coordinates': [-73.992706, 40.755409]}"
728,Boulder,40.010492,-105.276843,Realtime Worlds,games_video,225,2002,"{'type': 'Point', 'coordinates': [-105.276843, 40.010492]}"
729,Palo Alto,37.4489021,-122.1647722,Yoics,network_hosting,,2006,"{'type': 'Point', 'coordinates': [-122.1647722, 37.4489021]}"
730,San Mateo,37.5583,-122.301385,Marketo,software,260,2006,"{'type': 'Point', 'coordinates': [-122.301385, 37.5583]}"
731,New York,40.7384997,-73.9954585,Bonobos,ecommerce,150,2007,"{'type': 'Point', 'coordinates': [-73.9954585, 40.7384997]}"
732,Mountain View,37.393895,-122.078602,Vello,web,,2007,"{'type': 'Point', 'coordinates': [-122.078602, 37.393895]}"
733,Palo Alto,37.446382,-122.155678,Noovo,web,8,2008,"{'type': 'Point', 'coordinates': [-122.155678, 37.446382]}"
734,Austin,30.268735,-97.745209,Minggl,network_hosting,10,2005,"{'type': 'Point', 'coordinates': [-97.745209, 30.268735]}"
735,San Francisco,31.169036,-100.076888,Woopra,software,12,2008,"{'type': 'Point', 'coordinates': [-100.076888, 31.169036]}"
736,Toronto,43.670233,-79.386755,Penzu,public_relations,,2008,"{'type': 'Point', 'coordinates': [-79.386755, 43.670233]}"
737,San Francisco,37.775196,-122.419204,stickychicken,games_video,2,2008,"{'type': 'Point', 'coordinates': [-122.419204, 37.775196]}"
738,New York,40.73993,-73.9930489,Cellufun,games_video,30,2005,"{'type': 'Point', 'coordinates': [-73.9930489, 40.73993]}"
739,San Francisco,37.7617955,-122.4092704,Xoopit,web,,2004,"{'type': 'Point', 'coordinates': [-122.4092704, 37.7617955]}"
740,Munich,48.122346,11.558864,Zankapfel,games_video,2,2007,"{'type': 'Point', 'coordinates': [11.558864, 48.122346]}"
741,Berkeley,37.859443,-122.291817,Reality Digital,software,,2003,"{'type': 'Point', 'coordinates': [-122.291817, 37.859443]}"
742,Atlanta,33.935802,-84.364948,Satori Consulting,search,10,2004,"{'type': 'Point', 'coordinates': [-84.364948, 33.935802]}"
743,Austin,30.316226,-97.71813,Adlucent,software,85,2005,"{'type': 'Point', 'coordinates': [-97.71813, 30.316226]}"
744,New York,37.773727,-122.401537,Spongecell,advertising,50,2006,"{'type': 'Point', 'coordinates': [-122.401537, 37.773727]}"
745,Berlin,52.512249,13.419841,Metaversum,web,,2006,"{'type': 'Point', 'coordinates': [13.419841, 52.512249]}"
746,London,51.528817,-0.053981,School of Everything,web,8,2007,"{'type': 'Point', 'coordinates': [-0.053981, 51.528817]}"
747,Chicago,41.882865,-87.643545,CapAlly,other,4,2007,"{'type': 'Point', 'coordinates': [-87.643545, 41.882865]}"
748,London,51.500152,-0.126236,Sososher,web,,2008,"{'type': 'Point', 'coordinates': [-0.126236, 51.500152]}"
749,New York,40.76126,-73.99726,Meck Technology,software,3,2003,"{'type': 'Point', 'coordinates': [-73.99726, 40.76126]}"
750,,39.145022,-75.386462,Naubo,web,5,2007,"{'type': 'Point', 'coordinates': [-75.386462, 39.145022]}"
751,Atlanta,33.7486,-84.3884,Kudzu,web,50,2005,"{'type': 'Point', 'coordinates': [-84.3884, 33.7486]}"
752,Mountain View,43.0730517,-89.4012302,eHealthMe,web,,2008,"{'type': 'Point', 'coordinates': [-89.4012302, 43.0730517]}"
753,San Francisco,37.773688,-122.423468,Placecast,mobile,,2005,"{'type': 'Point', 'coordinates': [-122.423468, 37.773688]}"
754,New York City,40.757929,-73.985506,Wists,web,,2005,"{'type': 'Point', 'coordinates': [-73.985506, 40.757929]}"
755,,37.09024,-95.712891,BuddyFetch,network_hosting,2,2007,"{'type': 'Point', 'coordinates': [-95.712891, 37.09024]}"
756,London,51.5001524,-0.1262362,Kublax,web,10,2007,"{'type': 'Point', 'coordinates': [-0.1262362, 51.5001524]}"
757,Santa Monica,34.02634,-118.477689,Topspin Media,games_video,,2007,"{'type': 'Point', 'coordinates': [-118.477689, 34.02634]}"
758,Palo Alto,37.446662,-122.164925,Weardrobe,web,2,2008,"{'type': 'Point', 'coordinates': [-122.164925, 37.446662]}"
759,Palo Alto,37.445326,-122.160671,Netcipia,web,3,2006,"{'type': 'Point', 'coordinates': [-122.160671, 37.445326]}"
760,Los Angeles,34.043228,-118.46856,Brilliant2,advertising,5,2007,"{'type': 'Point', 'coordinates': [-118.46856, 34.043228]}"
761,Miami,25.782058,-80.296794,Avisena,software,220,2001,"{'type': 'Point', 'coordinates': [-80.296794, 25.782058]}"
762,Santa Monica,34.01052,-118.495981,Livestrong,web,,2008,"{'type': 'Point', 'coordinates': [-118.495981, 34.01052]}"
763,San Jose,37.337756,-121.89435,Nota,web,,2007,"{'type': 'Point', 'coordinates': [-121.89435, 37.337756]}"
764,Chicago,41.879535,-87.624333,"One Day, One Job",web,1,2007,"{'type': 'Point', 'coordinates': [-87.624333, 41.879535]}"
765,New York,40.7509033,-73.9779759,Undertone,advertising,,2002,"{'type': 'Point', 'coordinates': [-73.9779759, 40.7509033]}"
766,Chicago,41.8864688,-87.6322669,Undertone,advertising,,2002,"{'type': 'Point', 'coordinates': [-87.6322669, 41.8864688]}"
767,San Francisco,37.792949,-122.398099,Undertone,advertising,,2002,"{'type': 'Point', 'coordinates': [-122.398099, 37.792949]}"
768,London,51.5118239,-0.132904,Undertone,advertising,,2002,"{'type': 'Point', 'coordinates': [-0.132904, 51.5118239]}"
769,,37.09024,-95.712891,PriorSmart,search,2,2008,"{'type': 'Point', 'coordinates': [-95.712891, 37.09024]}"
770,Mountain View,37.429647,-122.100288,Egnyte,enterprise,,2006,"{'type': 'Point', 'coordinates': [-122.100288, 37.429647]}"
771,,55.378051,-3.435973,Babuki,network_hosting,,2006,"{'type': 'Point', 'coordinates': [-3.435973, 55.378051]}"
772,,20.593684,78.96288,Myplaylist,games_video,1,2007,"{'type': 'Point', 'coordinates': [78.96288, 20.593684]}"
773,,39.7393,-89.266508,Guitarati,games_video,,2008,"{'type': 'Point', 'coordinates': [-89.266508, 39.7393]}"
774,Mountain View,37.3862,-122.0826,Skewz,web,,2006,"{'type': 'Point', 'coordinates': [-122.0826, 37.3862]}"
775,Bellevue,47.576109,-122.169211,BuzzologySurveys,advertising,,2006,"{'type': 'Point', 'coordinates': [-122.169211, 47.576109]}"
776,,56.879635,24.603189,Teet,games_video,,2008,"{'type': 'Point', 'coordinates': [24.603189, 56.879635]}"
777,Boston,42.349889,-71.05768,utoopia,ecommerce,2,2007,"{'type': 'Point', 'coordinates': [-71.05768, 42.349889]}"
778,San Mateo,37.778613,-122.395289,GuardianEdge Technologies,software,85,2002,"{'type': 'Point', 'coordinates': [-122.395289, 37.778613]}"
779,New York,40.753918,-73.981237,Odeo,web,60,2005,"{'type': 'Point', 'coordinates': [-73.981237, 40.753918]}"
780,London,51.500152,-0.126236,DotHomes,search,,2006,"{'type': 'Point', 'coordinates': [-0.126236, 51.500152]}"
781,New York,40.761855,-73.983754,Cellfish,web,220,2004,"{'type': 'Point', 'coordinates': [-73.983754, 40.761855]}"
782,Menlo Park,37.45604,-122.165399,Krugle,search,,2006,"{'type': 'Point', 'coordinates': [-122.165399, 37.45604]}"
783,Munich,48.181148,11.585092,andUNITE,search,,2007,"{'type': 'Point', 'coordinates': [11.585092, 48.181148]}"
784,San Francisco,37.792083,-122.3946404,Marin Software,advertising,,2006,"{'type': 'Point', 'coordinates': [-122.3946404, 37.792083]}"
785,Seattle,47.620716,-122.347533,Pirillo Open Source CMS Project,web,,2008,"{'type': 'Point', 'coordinates': [-122.347533, 47.620716]}"
786,London,51.5212179,-0.0869736,Trampoline Systems,enterprise,15,2003,"{'type': 'Point', 'coordinates': [-0.0869736, 51.5212179]}"
787,Sunnyvale,37.390704,-122.03039,SiBEAM,mobile,,2004,"{'type': 'Point', 'coordinates': [-122.03039, 37.390704]}"
788,Vancouver,49.282249,-123.108456,Vivity Labs,games_video,10,2007,"{'type': 'Point', 'coordinates': [-123.108456, 49.282249]}"
789,,37.269175,-119.306607,Twubble,web,1,2008,"{'type': 'Point', 'coordinates': [-119.306607, 37.269175]}"
790,London,51.500152,-0.126236,Open Source Living,software,1,2007,"{'type': 'Point', 'coordinates': [-0.126236, 51.500152]}"
791,San Francisco,37.767569,-122.42215,Support Intelligence,network_hosting,10,2005,"{'type': 'Point', 'coordinates': [-122.42215, 37.767569]}"
792,,37.09024,-95.712891,WineTastetv,web,,2008,"{'type': 'Point', 'coordinates': [-95.712891, 37.09024]}"
793,Amsterdam,52.3637746,4.8946071,MADS,advertising,20,2006,"{'type': 'Point', 'coordinates': [4.8946071, 52.3637746]}"
794,San Francisco,37.800209,-122.442592,Boxbe,web,3,2005,"{'type': 'Point', 'coordinates': [-122.442592, 37.800209]}"
795,Sydney,-33.867139,151.207114,Alex Gorney Web Development,consulting,1,2001,"{'type': 'Point', 'coordinates': [151.207114, -33.867139]}"
796,Singapore,1.278031,103.84435,Acme Mobile,mobile,22,2003,"{'type': 'Point', 'coordinates': [103.84435, 1.278031]}"
797,Cambridge,52.197471,0.130588,Moviestorm,software,10,2005,"{'type': 'Point', 'coordinates': [0.130588, 52.197471]}"
798,,51.762918,-0.56253,Zogix,software,2,2006,"{'type': 'Point', 'coordinates': [-0.56253, 51.762918]}"
799,New York,40.737778,-73.979508,Someecards,web,,2007,"{'type': 'Point', 'coordinates': [-73.979508, 40.737778]}"
800,Scottsdale,33.617017,-111.908293,GreatDomainRace,network_hosting,,2006,"{'type': 'Point', 'coordinates': [-111.908293, 33.617017]}"
801,Sunnyvale,37.384239,-122.012475,jiffle,web,,2006,"{'type': 'Point', 'coordinates': [-122.012475, 37.384239]}"
802,New York,40.704622,-74.011546,MediaWhiz,advertising,,2001,"{'type': 'Point', 'coordinates': [-74.011546, 40.704622]}"
803,San Francisco,37.787423,-122.400932,Spleak,network_hosting,,2005,"{'type': 'Point', 'coordinates': [-122.400932, 37.787423]}"
804,San Francisco,37.775196,-122.419204,Foxmarks,web,,2006,"{'type': 'Point', 'coordinates': [-122.419204, 37.775196]}"
805,,37.269175,-119.306607,Labmeeting,web,,2007,"{'type': 'Point', 'coordinates': [-119.306607, 37.269175]}"
806,San Diego,34.063441,-118.36543,FragMob,software,12,2008,"{'type': 'Point', 'coordinates': [-118.36543, 34.063441]}"
807,Los Angeles,34.044939,-118.419067,Shopflick,ecommerce,10,2007,"{'type': 'Point', 'coordinates': [-118.419067, 34.044939]}"
808,Seattle,47.618579,-122.348937,Reach Machines,advertising,5,2007,"{'type': 'Point', 'coordinates': [-122.348937, 47.618579]}"
809,Barcelona,41.388769,2.1299487,Trovit,ecommerce,56,2006,"{'type': 'Point', 'coordinates': [2.1299487, 41.388769]}"
810,London,51.524483,-0.113583,TrustedPlaces,advertising,7,2006,"{'type': 'Point', 'coordinates': [-0.113583, 51.524483]}"
811,Amsterdam,52.3751058,4.8853887,YouTellMe,ecommerce,7,2007,"{'type': 'Point', 'coordinates': [4.8853887, 52.3751058]}"
812,London,51.5290669,-0.0949082,Nestoria,search,13,2006,"{'type': 'Point', 'coordinates': [-0.0949082, 51.5290669]}"
813,New York,28.682042,77.087502,PixelCrayons,web,200,2004,"{'type': 'Point', 'coordinates': [77.087502, 28.682042]}"
814,San Francisco,37.788457,-122.399884,Creative Commons,web,,2001,"{'type': 'Point', 'coordinates': [-122.399884, 37.788457]}"
815,London,51.512792,-0.147733,OnOneMap,public_relations,5,2005,"{'type': 'Point', 'coordinates': [-0.147733, 51.512792]}"
816,London,51.494067,-0.146665,ProcServe,ecommerce,55,2006,"{'type': 'Point', 'coordinates': [-0.146665, 51.494067]}"
817,Dallas,33.004669,-96.841621,LearnItFirst,software,3,2003,"{'type': 'Point', 'coordinates': [-96.841621, 33.004669]}"
818,San Francisco,37.789803,-122.389757,ServePath,hardware,100,2001,"{'type': 'Point', 'coordinates': [-122.389757, 37.789803]}"
819,Atlanta,33.751906,-84.39225,ProjectLocker,enterprise,,2003,"{'type': 'Point', 'coordinates': [-84.39225, 33.751906]}"
820,San Francisco,40.081697,-74.212014,Pipl,search,0,2005,"{'type': 'Point', 'coordinates': [-74.212014, 40.081697]}"
821,San Francisco,37.79851,-122.457454,Cutcaster,web,8,2008,"{'type': 'Point', 'coordinates': [-122.457454, 37.79851]}"
822,San Francisco,37.774997,-122.410076,Heysan,mobile,8,2007,"{'type': 'Point', 'coordinates': [-122.410076, 37.774997]}"
823,San Francisco,37.775196,-122.419204,GitHub,software,106,2008,"{'type': 'Point', 'coordinates': [-122.419204, 37.775196]}"
824,New York,40.727425,-74.0057125,alaTest,web,50,2005,"{'type': 'Point', 'coordinates': [-74.0057125, 40.727425]}"
825,Berlin,52.5092995,13.3900596,alaTest,web,50,2005,"{'type': 'Point', 'coordinates': [13.3900596, 52.5092995]}"
826,New York,40.75451,-73.992193,NEHST Studios,games_video,,2007,"{'type': 'Point', 'coordinates': [-73.992193, 40.75451]}"
827,Chicago,41.925823,-87.711114,The Beer Mapping Project,web,2,2005,"{'type': 'Point', 'coordinates': [-87.711114, 41.925823]}"
828,Paris,48.8522431,2.387422,Iminent,software,,2006,"{'type': 'Point', 'coordinates': [2.387422, 48.8522431]}"
829,San Diego,32.718834,-117.163841,Gridjit,web,,2008,"{'type': 'Point', 'coordinates': [-117.163841, 32.718834]}"
830,New York,40.12791,-88.170562,BookGlutton,web,,2008,"{'type': 'Point', 'coordinates': [-88.170562, 40.12791]}"
831,London,51.5260475,-0.209019,SOSIUS,enterprise,15,2007,"{'type': 'Point', 'coordinates': [-0.209019, 51.5260475]}"
832,,59.6107652,16.5497,SOSIUS,enterprise,15,2007,"{'type': 'Point', 'coordinates': [16.5497, 59.6107652]}"
833,Seattle,47.635354,-122.340459,AdXpose,advertising,,2005,"{'type': 'Point', 'coordinates': [-122.340459, 47.635354]}"
834,San Francisco,37.775196,-122.419204,Compfight,web,5,2007,"{'type': 'Point', 'coordinates': [-122.419204, 37.775196]}"
835,Santa Clara,33.585767,-117.731283,Memeo,software,45,2003,"{'type': 'Point', 'coordinates': [-117.731283, 33.585767]}"
836,Portland,45.523104,-122.670132,Iterasi,enterprise,6,2007,"{'type': 'Point', 'coordinates': [-122.670132, 45.523104]}"
837,New York,40.759243,-73.98459,Salesconx,enterprise,15,2008,"{'type': 'Point', 'coordinates': [-73.98459, 40.759243]}"
838,Vancouver,49.2821075,-123.1078045,Strutta,advertising,12,2007,"{'type': 'Point', 'coordinates': [-123.1078045, 49.2821075]}"
839,Brooklyn,40.66509,-73.980306,Mad Mimi,web,35,2008,"{'type': 'Point', 'coordinates': [-73.980306, 40.66509]}"
840,London,51.48916,-0.217662,TutorByTxt,mobile,2,2008,"{'type': 'Point', 'coordinates': [-0.217662, 51.48916]}"
841,New York,39.047912,-77.19544,RealMatch,advertising,,2004,"{'type': 'Point', 'coordinates': [-77.19544, 39.047912]}"
842,Boulder,40.0186313,-105.2764361,Collective Intellect,enterprise,,2005,"{'type': 'Point', 'coordinates': [-105.2764361, 40.0186313]}"
843,Santa Monica,34.007967,-118.489681,PluggedIn,games_video,0,2006,"{'type': 'Point', 'coordinates': [-118.489681, 34.007967]}"
844,London,51.500152,-0.126236,ExitReality,web,,2002,"{'type': 'Point', 'coordinates': [-0.126236, 51.500152]}"
845,,31.046051,34.851612,imcandy,games_video,4,2007,"{'type': 'Point', 'coordinates': [34.851612, 31.046051]}"
846,San Francisco,37.756922,-122.42087,Sutros,games_video,3,2008,"{'type': 'Point', 'coordinates': [-122.42087, 37.756922]}"
847,San Diego,32.7907,-117.233586,PhoneFavs,mobile,2,2007,"{'type': 'Point', 'coordinates': [-117.233586, 32.7907]}"
848,New York,40.743264,-73.923427,New York Designs,network_hosting,12,2006,"{'type': 'Point', 'coordinates': [-73.923427, 40.743264]}"
849,Amsterdam,52.36702,4.896468,Mirror42,software,15,2004,"{'type': 'Point', 'coordinates': [4.896468, 52.36702]}"
850,Singapore,1.327062,103.875336,Whois,network_hosting,6,2007,"{'type': 'Point', 'coordinates': [103.875336, 1.327062]}"
851,San Francisco,37.566042,-122.322954,Apture,web,,2007,"{'type': 'Point', 'coordinates': [-122.322954, 37.566042]}"
852,Amsterdam,52.3768747,4.92319,Soocial,mobile,4,2007,"{'type': 'Point', 'coordinates': [4.92319, 52.3768747]}"
853,San Jose,37.421731,-121.957018,CellSpin,advertising,12,2006,"{'type': 'Point', 'coordinates': [-121.957018, 37.421731]}"
854,Boulder,40.016582,-105.253601,Medioh!,games_video,15,2005,"{'type': 'Point', 'coordinates': [-105.253601, 40.016582]}"
855,,37.09024,-95.712891,PetBrags,network_hosting,4,2007,"{'type': 'Point', 'coordinates': [-95.712891, 37.09024]}"
856,London,51.5241294,-0.1585816,LOVEFiLM,web,,2003,"{'type': 'Point', 'coordinates': [-0.1585816, 51.5241294]}"
857,Seattle,47.661375,-122.331217,IndieShares,public_relations,,2007,"{'type': 'Point', 'coordinates': [-122.331217, 47.661375]}"
858,Montreal,45.545447,-73.639076,MediaScrape,web,6,2006,"{'type': 'Point', 'coordinates': [-73.639076, 45.545447]}"
859,Brooklyn,40.586041,-73.98641,SaneBull,web,4,2006,"{'type': 'Point', 'coordinates': [-73.98641, 40.586041]}"
860,San Francisco,37.7896292,-122.3998782,Macroaxis,software,8,2009,"{'type': 'Point', 'coordinates': [-122.3998782, 37.7896292]}"
861,Chicago,36.009825,-78.922055,Beer Universe,web,3,2008,"{'type': 'Point', 'coordinates': [-78.922055, 36.009825]}"
862,Toronto,43.677505,-79.389738,Commuto,web,,2008,"{'type': 'Point', 'coordinates': [-79.389738, 43.677505]}"
863,San Francisco,37.775196,-122.419204,filobite,network_hosting,,2007,"{'type': 'Point', 'coordinates': [-122.419204, 37.775196]}"
864,San Diego,32.745998,-117.171819,Dial Plus,mobile,10,2007,"{'type': 'Point', 'coordinates': [-117.171819, 32.745998]}"
865,Seattle,47.6171788,-122.3370801,TeachStreet,web,8,2007,"{'type': 'Point', 'coordinates': [-122.3370801, 47.6171788]}"
866,Toronto,43.639922,-79.380702,ChickAdvisor,web,3,2006,"{'type': 'Point', 'coordinates': [-79.380702, 43.639922]}"
867,Boston,42.354023,-71.058096,FlipKey,web,10,2007,"{'type': 'Point', 'coordinates': [-71.058096, 42.354023]}"
868,,55.378051,-3.435973,Crowdstatus,public_relations,1,2008,"{'type': 'Point', 'coordinates': [-3.435973, 55.378051]}"
869,Dublin,53.337935,-6.32868,Yendo,software,16,2001,"{'type': 'Point', 'coordinates': [-6.32868, 53.337935]}"
870,Palo Alto,37.44296,-122.151198,Omnivents,games_video,5,2007,"{'type': 'Point', 'coordinates': [-122.151198, 37.44296]}"
871,New York,40.744402,-73.987949,BeenVerified,other,15,2007,"{'type': 'Point', 'coordinates': [-73.987949, 40.744402]}"
872,Los Angeles,34.085749,-118.343791,Modern Feed,games_video,123,2007,"{'type': 'Point', 'coordinates': [-118.343791, 34.085749]}"
