,city,country_code,latitude,longitude,name,geopoint,geoquery,category_code,founded_year,founded_year_bins,number_of_employees,number_of_employees_bins,segment,type
2877,"Louvain-la-Neuve   ,Ottignies",BEL,50.6713314,4.6102492,iStockCV,"[4.6102492, 50.6713314]","{'type': 'Point', 'coordinates': [4.6102492, 50.6713314]}",web,2008,q3,1,,tech,small company
2878,Tallinn,EST,59.4378717,24.7441685,Saurus,"[24.7441685, 59.4378717]","{'type': 'Point', 'coordinates': [24.7441685, 59.4378717]}",software,2000,q1,9,q3,tech,small company
2879,Hasselt,BEL,50.9517491,5.3499728,CityLive,"[5.3499728, 50.9517491]","{'type': 'Point', 'coordinates': [5.3499728, 50.9517491]}",mobile,2007,q2,13,q3,tech,small company
2880,Pasadena,USA,34.144926,-118.149767,iChange,"[-118.149767, 34.144926]","{'type': 'Point', 'coordinates': [-118.149767, 34.144926]}",health,2008,q3,8,q2,others,small company
2881,Fullerton,USA,33.877719,-117.924538,iChange,"[-117.924538, 33.877719]","{'type': 'Point', 'coordinates': [-117.924538, 33.877719]}",health,2008,q3,8,q2,others,small company
2882,New York,USA,40.748634,-73.994203,BarterQuest,"[-73.994203, 40.748634]","{'type': 'Point', 'coordinates': [-73.994203, 40.748634]}",web,2006,q2,10,q3,tech,small company
2883,Melrose,USA,42.45434,-71.066148,Devkinetic Designs,"[-71.066148, 42.45434]","{'type': 'Point', 'coordinates': [-71.066148, 42.45434]}",web,2006,q2,1,,tech,small company
2884,Salt Lake City,USA,40.645225,-111.967798,SocialToo,"[-111.967798, 40.645225]","{'type': 'Point', 'coordinates': [-111.967798, 40.645225]}",web,2008,q3,2,q1,tech,small company
2885,Paris,FRA,48.8762407,2.3503689,Pierlis,"[2.3503689, 48.8762407]","{'type': 'Point', 'coordinates': [2.3503689, 48.8762407]}",software,2006,q2,10,q3,tech,small company
2886,Amsterdam,NLD,52.336117,4.887641,Gemalto,"[4.887641, 52.336117]","{'type': 'Point', 'coordinates': [4.887641, 52.336117]}",hardware,2006,q2,12000,q4,others,big company
2887,Boulogne-BIllancourt,FRA,48.8372776,2.2435585,DBee,"[2.2435585, 48.8372776]","{'type': 'Point', 'coordinates': [2.2435585, 48.8372776]}",mobile,1999,q1,15,q3,tech,small company
2888,Menlo Park,USA,37.477652,-122.223384,Cataphora,"[-122.223384, 37.477652]","{'type': 'Point', 'coordinates': [-122.223384, 37.477652]}",software,2002,q1,100,q4,tech,mid company
2889,Frankfurt,DEU,50.1115118,8.6805059,Cataphora,"[8.6805059, 50.1115118]","{'type': 'Point', 'coordinates': [8.6805059, 50.1115118]}",software,2002,q1,100,q4,tech,mid company
2890,Chicago,USA,41.879535,-87.624333,cago,"[-87.624333, 41.879535]","{'type': 'Point', 'coordinates': [-87.624333, 41.879535]}",public_relations,2008,q3,3,q1,others,small company
2891,New York,USA,40.754608,-73.974674,Tzunami SharePoint migration,"[-73.974674, 40.754608]","{'type': 'Point', 'coordinates': [-73.974674, 40.754608]}",software,1999,q1,50,q4,tech,mid company
2892,Beverly Hills,USA,34.069235,-118.402938,Worlds Top Brands,"[-118.402938, 34.069235]","{'type': 'Point', 'coordinates': [-118.402938, 34.069235]}",advertising,2006,q2,8,q2,others,small company
2893,Macon,USA,32.850489,-83.674786,DoggieInk,"[-83.674786, 32.850489]","{'type': 'Point', 'coordinates': [-83.674786, 32.850489]}",web,2008,q3,6,q2,tech,small company
2894,Denver,USA,39.69263,-104.955012,Double Encore,"[-104.955012, 39.69263]","{'type': 'Point', 'coordinates': [-104.955012, 39.69263]}",software,2008,q3,42,q4,tech,mid company
2895,Bethesda,USA,38.9860826,-77.0862488,Epok,"[-77.0862488, 38.9860826]","{'type': 'Point', 'coordinates': [-77.0862488, 38.9860826]}",software,2001,q1,30,q4,tech,mid company
2896,New York,USA,40.756799,-73.9763479,MediaMath,"[-73.9763479, 40.756799]","{'type': 'Point', 'coordinates': [-73.9763479, 40.756799]}",advertising,2007,q2,125,q4,others,mid company
2897,Del Mar,USA,32.9563448,-117.2640178,Travel Insights,"[-117.2640178, 32.9563448]","{'type': 'Point', 'coordinates': [-117.2640178, 32.9563448]}",other,2005,q2,1,,others,small company
2898,Surrey,CAN,49.1237099,-122.6830008,Pacific Virtual Tours,"[-122.6830008, 49.1237099]","{'type': 'Point', 'coordinates': [-122.6830008, 49.1237099]}",advertising,2008,q3,5,q2,others,small company
2899,Vancouver,CAN,49.2812342,-123.1043395,Oggle Interactive,"[-123.1043395, 49.2812342]","{'type': 'Point', 'coordinates': [-123.1043395, 49.2812342]}",software,2008,q3,4,q2,tech,small company
2900,Laval,CAN,45.5411602,-73.7481222,InnovSoft Consulting Limited,"[-73.7481222, 45.5411602]","{'type': 'Point', 'coordinates': [-73.7481222, 45.5411602]}",games_video,2008,q3,7,q2,gaming,small company
2901,Rome,ITA,41.8924033,12.4764711,IsayBlog!,"[12.4764711, 41.8924033]","{'type': 'Point', 'coordinates': [12.4764711, 41.8924033]}",web,2008,q3,154,q4,tech,mid company
2902,North Wales,USA,40.247314,-75.2023361,MyVishwa,"[-75.2023361, 40.247314]","{'type': 'Point', 'coordinates': [-75.2023361, 40.247314]}",network_hosting,2008,q3,25,q3,others,small company
2903,Savannah,USA,32.000467,-81.123354,HotLinuxJobs,"[-81.123354, 32.000467]","{'type': 'Point', 'coordinates': [-81.123354, 32.000467]}",consulting,2000,q1,4,q2,others,small company
2904,Greenville,USA,34.8678238,-82.3722295,Nullvariable Web Consulting,"[-82.3722295, 34.8678238]","{'type': 'Point', 'coordinates': [-82.3722295, 34.8678238]}",consulting,2007,q2,7,q2,others,small company
2905,Los Angeles,USA,34.052187,-118.243425,ConstructionDeal,"[-118.243425, 34.052187]","{'type': 'Point', 'coordinates': [-118.243425, 34.052187]}",public_relations,2004,q1,25,q3,others,small company
2906,Idaho Falls,USA,43.4784464,-111.990978,Phibble,"[-111.990978, 43.4784464]","{'type': 'Point', 'coordinates': [-111.990978, 43.4784464]}",other,2005,q2,4,q2,others,small company
2907,New York,USA,40.7166822,-74.005398,Pilotlite,"[-74.005398, 40.7166822]","{'type': 'Point', 'coordinates': [-74.005398, 40.7166822]}",games_video,2007,q2,5,q2,gaming,small company
2908,Raleigh,USA,35.839854,-78.6410833,Hosted Solutions,"[-78.6410833, 35.839854]","{'type': 'Point', 'coordinates': [-78.6410833, 35.839854]}",enterprise,2001,q1,110,q4,others,mid company
2909,Charlotte,USA,35.066487,-80.766831,Hosted Solutions,"[-80.766831, 35.066487]","{'type': 'Point', 'coordinates': [-80.766831, 35.066487]}",enterprise,2001,q1,110,q4,others,mid company
2910,Louisville,USA,38.2571486,-85.7617724,Boom Engine,"[-85.7617724, 38.2571486]","{'type': 'Point', 'coordinates': [-85.7617724, 38.2571486]}",mobile,2007,q2,7,q2,tech,small company
2911,Las Vegas,USA,36.1807572,-115.242203,Herrmann NA,"[-115.242203, 36.1807572]","{'type': 'Point', 'coordinates': [-115.242203, 36.1807572]}",web,2008,q3,4,q2,tech,small company
2912,El Cajon,USA,32.800418,-116.962896,SpeedyPin,"[-116.962896, 32.800418]","{'type': 'Point', 'coordinates': [-116.962896, 32.800418]}",other,2000,q1,20,q3,others,small company
2913,Mercer Island,USA,47.5855083,-122.232881,Revyver,"[-122.232881, 47.5855083]","{'type': 'Point', 'coordinates': [-122.232881, 47.5855083]}",web,2006,q2,2,q1,tech,small company
2914,Dublin,IRL,53.3498195,-6.2769121,Active Online,"[-6.2769121, 53.3498195]","{'type': 'Point', 'coordinates': [-6.2769121, 53.3498195]}",enterprise,2000,q1,6,q2,others,small company
2915,Dublin,IRL,53.3498195,-6.2769121,Mortgages and Loans Ireland,"[-6.2769121, 53.3498195]","{'type': 'Point', 'coordinates': [-6.2769121, 53.3498195]}",public_relations,2008,q3,2,q1,others,small company
2916,Berkeley,USA,37.870457,-122.268354,Carsala,"[-122.268354, 37.870457]","{'type': 'Point', 'coordinates': [-122.268354, 37.870457]}",web,2009,q4,8,q2,tech,startup
2917,Paris,FRA,48.8566667,2.3509871,Tiiptop,"[2.3509871, 48.8566667]","{'type': 'Point', 'coordinates': [2.3509871, 48.8566667]}",web,2008,q3,3,q1,tech,small company
2918,Littleton,USA,39.568519,-105.0825619,Spork Marketing,"[-105.0825619, 39.568519]","{'type': 'Point', 'coordinates': [-105.0825619, 39.568519]}",consulting,2007,q2,1,,others,small company
2919,Wilmington,USA,39.804526,-75.505573,Nipple Charms,"[-75.505573, 39.804526]","{'type': 'Point', 'coordinates': [-75.505573, 39.804526]}",other,2003,q1,2,q1,others,small company
2920,Langley,CAN,49.1261967,-122.6643702,GoalsOnTrack,"[-122.6643702, 49.1261967]","{'type': 'Point', 'coordinates': [-122.6643702, 49.1261967]}",software,2008,q3,2,q1,tech,small company
2921,Grimsargh Preston,GBR,53.8070285,-2.6172859,Computing Data,"[-2.6172859, 53.8070285]","{'type': 'Point', 'coordinates': [-2.6172859, 53.8070285]}",software,2007,q2,3,q1,tech,small company
2922,Bangalore,IND,12.5153051,78.2221144,SmartCrowds,"[78.2221144, 12.5153051]","{'type': 'Point', 'coordinates': [78.2221144, 12.5153051]}",public_relations,2007,q2,3,q1,others,small company
2923,San Jose,USA,37.317799,-121.947497,Agily Networks,"[-121.947497, 37.317799]","{'type': 'Point', 'coordinates': [-121.947497, 37.317799]}",software,2006,q2,4,q2,tech,small company
2924,Singapore,SGP,1.3183692,103.8319842,Wipee List,"[103.8319842, 1.3183692]","{'type': 'Point', 'coordinates': [103.8319842, 1.3183692]}",public_relations,2008,q3,2,q1,others,small company
2925,Levallois-Perret,FRA,48.891986,2.319287,VODECLIC,"[2.319287, 48.891986]","{'type': 'Point', 'coordinates': [2.319287, 48.891986]}",software,2007,q2,20,q3,tech,small company
2926,Mougins,FRA,43.6000902,6.9962192,Dezidr,"[6.9962192, 43.6000902]","{'type': 'Point', 'coordinates': [6.9962192, 43.6000902]}",web,2007,q2,1,,tech,small company
2927,Bristol,GBR,51.4749263,-2.6136797,Speedchecker,"[-2.6136797, 51.4749263]","{'type': 'Point', 'coordinates': [-2.6136797, 51.4749263]}",web,2008,q3,2,q1,tech,small company
2928,Orsay,FRA,48.7004097,2.1907388,DreamFace Interactive,"[2.1907388, 48.7004097]","{'type': 'Point', 'coordinates': [2.1907388, 48.7004097]}",enterprise,2007,q2,10,q3,others,small company
2929,New York,USA,40.7537339,-73.980737,DreamFace Interactive,"[-73.980737, 40.7537339]","{'type': 'Point', 'coordinates': [-73.980737, 40.7537339]}",enterprise,2007,q2,10,q3,others,small company
2930,Berlin,DEU,52.486389,13.355692,dotBERLIN,"[13.355692, 52.486389]","{'type': 'Point', 'coordinates': [13.355692, 52.486389]}",web,2005,q2,4,q2,tech,small company
2931,Oslo,NOR,59.9093396,10.7431763,Ignitas,"[10.7431763, 59.9093396]","{'type': 'Point', 'coordinates': [10.7431763, 59.9093396]}",consulting,2007,q2,5,q2,others,small company
2932,Bangalore,IND,13.0774091,77.5886142,4am Design and Technology Labs,"[77.5886142, 13.0774091]","{'type': 'Point', 'coordinates': [77.5886142, 13.0774091]}",advertising,2008,q3,5,q2,others,small company
2933,Vancouver,CAN,49.2768846,-123.118619,Megawatt PR,"[-123.118619, 49.2768846]","{'type': 'Point', 'coordinates': [-123.118619, 49.2768846]}",consulting,2004,q1,1,,others,small company
2934,New York,USA,40.750567,-73.968145,Homethinking,"[-73.968145, 40.750567]","{'type': 'Point', 'coordinates': [-73.968145, 40.750567]}",ecommerce,2005,q2,8,q2,others,small company
2935,Harpenden,GBR,51.8215669,-0.3674379,Bess Technology,"[-0.3674379, 51.8215669]","{'type': 'Point', 'coordinates': [-0.3674379, 51.8215669]}",advertising,2007,q2,6,q2,others,small company
2936,Surry Hills,AUS,-33.8835577,151.2085974,Green Pages Australia,"[151.2085974, -33.8835577]","{'type': 'Point', 'coordinates': [151.2085974, -33.8835577]}",web,2005,q2,33,q4,tech,mid company
2937,Geneva,CHE,46.2121463,6.1503245,HyperWeek,"[6.1503245, 46.2121463]","{'type': 'Point', 'coordinates': [6.1503245, 46.2121463]}",social,2009,q4,5,q2,others,startup
2938,Stockholm,SWE,59.3359806,18.075506,Momail,"[18.075506, 59.3359806]","{'type': 'Point', 'coordinates': [18.075506, 59.3359806]}",mobile,2005,q2,20,q3,tech,small company
2939,Madrid,ESP,40.4367771,-3.6685036,pomeloTV,"[-3.6685036, 40.4367771]","{'type': 'Point', 'coordinates': [-3.6685036, 40.4367771]}",software,2007,q2,6,q2,tech,small company
2940,Miami,USA,25.6482589,-80.3399908,Kompoz,"[-80.3399908, 25.6482589]","{'type': 'Point', 'coordinates': [-80.3399908, 25.6482589]}",games_video,2007,q2,2,q1,gaming,small company
2941,Paris,FRA,48.8696389,2.369933,ALENTY,"[2.369933, 48.8696389]","{'type': 'Point', 'coordinates': [2.369933, 48.8696389]}",advertising,2007,q2,17,q3,others,small company
2942,Quimper,FRA,47.9763748,-4.0991927,ALENTY,"[-4.0991927, 47.9763748]","{'type': 'Point', 'coordinates': [-4.0991927, 47.9763748]}",advertising,2007,q2,17,q3,others,small company
2943,San Francisco,USA,37.7759421,-122.3931139,LoopNet,"[-122.3931139, 37.7759421]","{'type': 'Point', 'coordinates': [-122.3931139, 37.7759421]}",ecommerce,1995,q1,300,q4,others,big company
2944,Chicago,USA,41.890637,-87.626979,Commercial IQ,"[-87.626979, 41.890637]","{'type': 'Point', 'coordinates': [-87.626979, 41.890637]}",software,2002,q1,20,q3,tech,small company
2945,Pittsburgh,USA,40.4277409,-79.965865,Rhiza Labs,"[-79.965865, 40.4277409]","{'type': 'Point', 'coordinates': [-79.965865, 40.4277409]}",enterprise,2008,q3,10,q3,others,small company
2946,Wilmington,USA,39.746055,-75.549983,Host Color,"[-75.549983, 39.746055]","{'type': 'Point', 'coordinates': [-75.549983, 39.746055]}",network_hosting,2000,q1,35,q4,others,mid company
2947,Coral Springs,USA,26.2603516,-80.2499344,Hirebridge,"[-80.2499344, 26.2603516]","{'type': 'Point', 'coordinates': [-80.2499344, 26.2603516]}",software,2000,q1,10,q3,tech,small company
2948,San Francisco,USA,32.718834,-117.163841,ZingSale,"[-117.163841, 32.718834]","{'type': 'Point', 'coordinates': [-117.163841, 32.718834]}",ecommerce,2008,q3,2,q1,others,small company
2949,Austin,USA,30.269967,-97.740833,LaunchPad Coworking,"[-97.740833, 30.269967]","{'type': 'Point', 'coordinates': [-97.740833, 30.269967]}",other,2009,q4,6,q2,others,startup
2950,Firenze,ITA,43.7688179,11.1052118,Extendi,"[11.1052118, 43.7688179]","{'type': 'Point', 'coordinates': [11.1052118, 43.7688179]}",network_hosting,2005,q2,3,q1,others,small company
2951,Brunswick,USA,41.272143,-81.833072,MyPraize,"[-81.833072, 41.272143]","{'type': 'Point', 'coordinates': [-81.833072, 41.272143]}",network_hosting,2005,q2,4,q2,others,small company
2952,Menlo Park,USA,37.4539,-122.1813,ProWebSurfer,"[-122.1813, 37.4539]","{'type': 'Point', 'coordinates': [-122.1813, 37.4539]}",advertising,2006,q2,6,q2,others,small company
2953,San Francisco,USA,37.3792486,-122.1151274,Fanminder,"[-122.1151274, 37.3792486]","{'type': 'Point', 'coordinates': [-122.1151274, 37.3792486]}",advertising,2008,q3,11,q3,others,small company
2954,Austin,USA,30.27995,-97.807274,Virtual Bridges,"[-97.807274, 30.27995]","{'type': 'Point', 'coordinates': [-97.807274, 30.27995]}",software,2006,q2,45,q4,tech,mid company
2955,New York,USA,40.74727,-73.9800645,Carbonmade,"[-73.9800645, 40.74727]","{'type': 'Point', 'coordinates': [-73.9800645, 40.74727]}",web,2005,q2,6,q2,tech,small company
2956,Dublin,IRL,53.3506101,-6.2114294,Central Databank,"[-6.2114294, 53.3506101]","{'type': 'Point', 'coordinates': [-6.2114294, 53.3506101]}",network_hosting,2002,q1,7,q2,others,small company
2957,New York,USA,40.756054,-73.986951,PlaceVine,"[-73.986951, 40.756054]","{'type': 'Point', 'coordinates': [-73.986951, 40.756054]}",advertising,2007,q2,3,q1,others,small company
2958,Los Angeles,USA,34.052187,-118.243425,PlaceVine,"[-118.243425, 34.052187]","{'type': 'Point', 'coordinates': [-118.243425, 34.052187]}",advertising,2007,q2,3,q1,others,small company
2959,Romsey,GBR,50.9991134,-1.4750789,utopia 365,"[-1.4750789, 50.9991134]","{'type': 'Point', 'coordinates': [-1.4750789, 50.9991134]}",mobile,2008,q3,2,q1,tech,small company
2960,Toronto,CAN,43.670233,-79.386755,Blue Parabola,"[-79.386755, 43.670233]","{'type': 'Point', 'coordinates': [-79.386755, 43.670233]}",consulting,2008,q3,3,q1,others,small company
2961,Roswell,USA,34.045779,-84.325139,Innovest,"[-84.325139, 34.045779]","{'type': 'Point', 'coordinates': [-84.325139, 34.045779]}",other,1998,q1,5,q2,others,small company
2962,Athens,GRC,37.9815443,23.7569904,Away,"[23.7569904, 37.9815443]","{'type': 'Point', 'coordinates': [23.7569904, 37.9815443]}",games_video,2006,q2,5,q2,gaming,small company
2963,Phoenix,USA,33.490383,-112.028534,Stealthmode Partners,"[-112.028534, 33.490383]","{'type': 'Point', 'coordinates': [-112.028534, 33.490383]}",consulting,1998,q1,1,,others,small company
2964,Half Moon Bay,USA,37.510463,-122.483588,Stealthmode Partners,"[-122.483588, 37.510463]","{'type': 'Point', 'coordinates': [-122.483588, 37.510463]}",consulting,1998,q1,1,,others,small company
2965,Cupertino,USA,37.322202,-122.054115,HyperStrike,"[-122.054115, 37.322202]","{'type': 'Point', 'coordinates': [-122.054115, 37.322202]}",software,2006,q2,4,q2,tech,small company
2966,Mountain View,USA,37.4187022,-122.0874129,Verix,"[-122.0874129, 37.4187022]","{'type': 'Point', 'coordinates': [-122.0874129, 37.4187022]}",software,2003,q1,40,q4,tech,mid company
2967,Lake Oswego,USA,45.4257426,-122.7074541,Cubic Compass,"[-122.7074541, 45.4257426]","{'type': 'Point', 'coordinates': [-122.7074541, 45.4257426]}",software,2001,q1,6,q2,tech,small company
2968,Portland,USA,45.523875,-122.670399,zyntroPICS,"[-122.670399, 45.523875]","{'type': 'Point', 'coordinates': [-122.670399, 45.523875]}",other,2000,q1,5,q2,others,small company
2969,Vancouver,CAN,49.263588,-123.138565,zyntroPICS,"[-123.138565, 49.263588]","{'type': 'Point', 'coordinates': [-123.138565, 49.263588]}",other,2000,q1,5,q2,others,small company
2970,Fresno,USA,36.779096,-119.694929,American Broadband Family of Companies,"[-119.694929, 36.779096]","{'type': 'Point', 'coordinates': [-119.694929, 36.779096]}",other,1998,q1,144,q4,others,mid company
2971,Vancouver,CAN,49.263588,-123.138565,Pinota,"[-123.138565, 49.263588]","{'type': 'Point', 'coordinates': [-123.138565, 49.263588]}",mobile,2008,q3,3,q1,tech,small company
2972,Santa Clara,USA,37.38593,-121.973422,McAfee,"[-121.973422, 37.38593]","{'type': 'Point', 'coordinates': [-121.973422, 37.38593]}",security,1987,q1,5000,q4,others,big company
2973,Palm Springs,USA,33.804503,-116.533993,Viper Logic,"[-116.533993, 33.804503]","{'type': 'Point', 'coordinates': [-116.533993, 33.804503]}",advertising,1993,q1,5,q2,others,small company
2974,Spokane,USA,47.6572277,-117.4180439,Random Computers,"[-117.4180439, 47.6572277]","{'type': 'Point', 'coordinates': [-117.4180439, 47.6572277]}",network_hosting,1998,q1,18,q3,others,small company
2975,Seattle,USA,47.611215,-122.3408776,Random Computers,"[-122.3408776, 47.611215]","{'type': 'Point', 'coordinates': [-122.3408776, 47.611215]}",network_hosting,1998,q1,18,q3,others,small company
2976,Buenos Aires,ARG,-34.5683803,-58.4433589,Three Melons,"[-58.4433589, -34.5683803]","{'type': 'Point', 'coordinates': [-58.4433589, -34.5683803]}",other,2005,q2,35,q4,others,mid company
2977,Calgary,CAN,51.052508,-114.0916328,TeenHollywood,"[-114.0916328, 51.052508]","{'type': 'Point', 'coordinates': [-114.0916328, 51.052508]}",games_video,1999,q1,3,q1,gaming,small company
2978,Redmond,USA,47.6701193,-122.118237,Puzzazz,"[-122.118237, 47.6701193]","{'type': 'Point', 'coordinates': [-122.118237, 47.6701193]}",other,2008,q3,5,q2,others,small company
2979,Los Angeles,USA,34.052187,-118.243425,Txtms,"[-118.243425, 34.052187]","{'type': 'Point', 'coordinates': [-118.243425, 34.052187]}",mobile,2007,q2,3,q1,tech,small company
2980,Delhi,IND,28.4404308,77.0789194,Deal4Loans,"[77.0789194, 28.4404308]","{'type': 'Point', 'coordinates': [77.0789194, 28.4404308]}",web,2007,q2,60,q4,tech,mid company
2981,Shanghai,CHN,31.1901161,121.4314771,RightSite,"[121.4314771, 31.1901161]","{'type': 'Point', 'coordinates': [121.4314771, 31.1901161]}",other,2008,q3,5,q2,others,small company
2982,North Haven,USA,41.4778641,-72.8190106,Queralt,"[-72.8190106, 41.4778641]","{'type': 'Point', 'coordinates': [-72.8190106, 41.4778641]}",enterprise,2011,q4,7,q2,others,startup
2983,Paris,FRA,48.856614,2.3522219,Webedia,"[2.3522219, 48.856614]","{'type': 'Point', 'coordinates': [2.3522219, 48.856614]}",web,2007,q2,50,q4,tech,mid company
2984,Houston,USA,29.787991,-95.598441,Plura Processing,"[-95.598441, 29.787991]","{'type': 'Point', 'coordinates': [-95.598441, 29.787991]}",software,2007,q2,6,q2,tech,small company
2985,North Sydney,AUS,-33.837116,151.209222,Voxalot,"[151.209222, -33.837116]","{'type': 'Point', 'coordinates': [151.209222, -33.837116]}",mobile,2006,q2,4,q2,tech,small company
