,Year,Country,Area,Injury,Fatal
1736,2001,USA,Florida,Minor cuts on right heel & foot,N
1737,2001,USA,Florida,Lacerations to top & bottom of left foot,N
1738,2001,USA,Hawaii,Minor punctures & lacerations on left hand ,N
1739,2001,USA,Florida,Foot lacerated,N
1740,2001,SOUTH AFRICA,Eastern Cape Province,"Thigh, hip & buttock bitten",N
1741,2001,AUSTRALIA,New South Wales,Wrist lacerated PROVOKED INCIDENT,N
1742,2001,USA,Florida,Minor lacerations to dorsum of left foot,N
1744,2001,AUSTRALIA,New South Wales,Calf bitten,N
1745,2001,USA,Hawaii,"Minor cuts on left hand, body board bitten",N
1746,2001,USA,Florida,Fingers & hand lacerated,N
1750,2001,AUSTRALIA,Western Australia,No injury to occupants,N
1752,2001,AUSTRALIA,New South Wales,Leg bitten,N
1753,2001,AUSTRALIA,New South Wales,"No injury, shark ramme d & bit kayak",N
1755,2001,AUSTRALIA,South Australia,No injury to occupants,N
1756,2001,USA,California,"Foot bruised, board dinged",N
1758,2000,AUSTRALIA,Queensland,Hand bitten,N
1760,2000,AUSTRALIA,South Australia,No injury to occupants,N
1762,2000,AUSTRALIA,Queensland,Left elbow and forearm bitten,N
1764,2000,AUSTRALIA,Queensland,"No injury, wetsuit & swimfin torn",N
1765,2000,AUSTRALIA,South Australia,"Missing, thought to have been taken by a shark",Y
1766,2000,USA,Florida,Right calf lacerated,N
1767,2000,USA,Florida,No injury,N
1768,2000,AUSTRALIA,Western Australia,Leg & feet lacerated,N
1769,2000,AUSTRALIA,Western Australia,"FATAL, torso bitten, leg severed ",Y
1770,2000,USA,California,Both thighs bitten,N
1771,2000,AUSTRALIA,Queensland,"No Injury to occupant, shark holed and sank boat",N
1772,2000,USA,Florida,Leg lacerated,N
1773,2000,USA,Hawaii,Right side of back / torso lacerated,N
1774,2000,USA,Florida,Right hand lacerated,N
1775,2000,USA,Florida,Foot lacerated,N
1776,2000,USA,Florida,Fingers lacerated,N
1777,2000,USA,Florida,Right foot & heel lacerated,N
1778,2000,USA,North Carolina,Upper left arm lacerated,N
1779,2000,USA,California,No injury,N
1780,2000,AUSTRALIA,South Australia,FATAL,Y
1781,2000,AUSTRALIA,South Australia,FATAL,Y
1782,2000,AUSTRALIA,New South Wales,Foot lacerated from toe to heel when he tripped on shark during fishing competition PROVOKED INCIDENT,N
1784,2000,USA,South Carolina,Non-fatal,N
1785,2000,USA,Florida,Right lower leg & ankle lacerated,N
1786,2000,USA,Florida,Puncture wounds on knee,N
1787,2000,USA,Florida,Finger lacerated,N
1788,2000,USA,Florida,Minor injury to arm and hand,N
1789,2000,SOUTH AFRICA,Western Cape Province,Swim fin bitten,N
1791,2000,USA,Florida,Left foot lacerated ,N
1794,2000,USA,Florida,Punctures & lacerations on right foot,N
1795,2000,USA,Florida,FATAL,Y
1796,2000,USA,Alaska,Leg bitten by netted shark PROVOKED INCIDENT,N
1797,2000,USA,North Carolina,"Severe gash to left hand above wrist, almost severing hand",N
1798,2000,USA,Hawaii,Left calf lacerated,N
1799,2000,USA,Florida,Minor lacerations to the dorsum of the right foot,N
1800,2000,USA,Florida,Severely bitten on lower leg ,N
1801,2000,USA,North Carolina,Non-fatal,N
1802,2000,USA,Florida,Shark involvement probably post-mortem,Y
1804,2000,USA,Florida,Minor laceration on left leg,N
1805,2000,USA,Florida,Leg pinched,N
1806,2000,USA,North Carolina,Foot lacerated,N
1807,2000,USA,North Carolina,Minor lacerations on foot,N
1808,2000,SOUTH AFRICA,Eastern Cape Province,Hand lacerated,N
1809,2000,SOUTH AFRICA,Eastern Cape Province,"No injury, flung off board",N
1810,2000,SOUTH AFRICA,KwaZulu-Natal,No Injury,N
1812,2000,USA,Florida,Minor laceration & 3 punctures to right foot,N
1813,2000,USA,Florida,Knee & calf lacerated,N
1814,2000,USA,Texas,Ankle & foot lacerated,N
1815,2000,USA,North Carolina,Calf lacerated,N
1816,2000,USA,Florida,Left inner thigh,N
1817,2000,USA,Florida,Lower right calf lacerated,N
1818,2000,USA,Florida,Left calf & hand lacerated,N
1819,2000,USA,Florida,Left thigh lacerated,N
1823,2000,USA,Florida,Right ankle lacerated,N
1824,2000,USA,Florida,"No injury to occupants, boat's rear platform bitten",N
1825,2000,USA,Texas,Foot lacerated,N
1826,2000,USA,Alabama,Puncture wounds on right hip and arm,N
1827,2000,USA,Alabama,Right forearm severed surgically amputated above elbow,N
1828,2000,USA,Florida,Right forearm lacerated,N
1831,2000,AUSTRALIA,Victoria,Probable drowning,Y
1834,2000,USA,Florida,Left foot lacerated,N
1835,2000,USA,Florida,Puncture marks on right thigh,N
1836,2000,USA,Florida,"No Injury, bumped by shark",N
1837,2000,AUSTRALIA,Queensland,Left calf bitten,N
1838,2000,USA,Florida,Right knee lacerated,N
1839,2000,USA,Florida,Left hand bitten,N
1841,2000,AUSTRALIA,New South Wales,No Injury,N
1842,2000,AUSTRALIA,New South Wales,No Injury to occupants,N
1843,2000,AUSTRALIA,New South Wales,No injury to occupants; oar bitten,N
1845,2000,AUSTRALIA,New South Wales,Survived,N
1846,2000,USA,Louisiana,"No injury to diver, speargun damaged",N
1847,2000,USA,Florida,Right calf bitten,N
1848,2000,SOUTH AFRICA,Western Cape Province,Foot bitten,N
1851,2000,AUSTRALIA,South Australia,Hand bitten,N
1854,2000,USA,Florida,No injury to occupant; shark bit propeller,N
1859,1999,USA,California,"Presumed taken by a shark,  but forensic evidence suggested otherwise.",Y
1861,1999,USA,Florida,Right arm & fingers lacerated,N
1862,1999,USA,Florida,Lacerations to hand & wrist,N
1863,1999,USA,Hawaii,"Buttock bitten, hands lacerated",N
1864,1999,USA,California,"No injury, board bitten",N
1865,1999,SOUTH AFRICA,KwaZulu-Natal,Lower legs lacerated,N
1869,1999,USA,Florida,Right foot lacerated,N
1870,1999,USA,Florida,"Shark bit 8"" chunk from swim fin",N
1871,1999,USA,Florida,Lacerations to right hand & wrist,N
1872,1999,USA,Hawaii,Right arm bitten,N
1873,1999,USA,Florida,3 one-inch lacerations to sole of right foot,N
1875,1999,USA,Florida,Thigh (posterior) bitten,N
1876,1999,USA,South Carolina,Toes lacerated,N
1877,1999,USA,Florida,Right foot bitten,N
1878,1999,USA,Florida,Left knee nipped by captive shark PROVOKED INCIDENT,N
1879,1999,USA,Florida,Right foot bitten,N
1880,1999,USA,Florida,3-inch laceration to right foot,N
1881,1999,USA,North Carolina,Foot injured,N
1883,1999,USA,Florida,Small lacerations to right foot,N
1884,1999,USA,South Carolina,"Ear lacerated, cuts on scalp, back, arm & shoulder ",N
1885,1999,USA,Florida,Right ankle & heel  lacerated,N
1887,1999,SOUTH AFRICA,Western Cape Province,Right thigh bitten,N
1888,1999,USA,Florida,Ankle bitten,N
1889,1999,USA,Hawaii,Right thigh & buttock bitten,N
1890,1999,SOUTH AFRICA,Western Cape Province,FATAL,Y
1891,1999,USA,South Carolina,Five cuts on his heel,N
1892,1999,USA,Florida,Lacerations knee to ankle,N
1893,1999,SOUTH AFRICA,Eastern Cape Province,Leg & board bitten,N
1894,1999,USA,Florida,9-inch gash in left foot ,N
1895,1999,USA,Florida,Right hand and wrist lacerated,N
1896,1999,USA,Florida,8-inch bite on calf,N
1897,1999,USA,Florida,Knee lacerated,N
1898,1999,AUSTRALIA,South Australia,"FATAL, body not recovered",Y
1902,1999,USA,Florida,Ankle bitten,N
1905,1999,USA,Hawaii,"FATAL, arm bitten ",Y
1908,1999,USA,Hawaii,Bruised right leg,N
1909,1999,USA,Hawaii,Tissue removed knee to thigh,N
1910,1999,USA,North Carolina,"No injury to occupants, boat sank after colliding with shark",N
1911,1999,AUSTRALIA,New South Wales,"Left hand & forearm bitten, board bitten",N
1912,1999,USA,Florida,Left hand bitten,N
1914,1999,SOUTH AFRICA,Eastern Cape Province,"No Injury, ski bitten",N
1916,1999,AUSTRALIA,Northern Territory,"Cut foot, but injury caused by fishing line, not the shark",N
1918,1999,SOUTH AFRICA,Western Cape Province,Heel lacerated,N
1919,1999,USA,Virginia,Abrasions,N
1920,1998,USA,Florida,Left foot bitten after he accidentally stepped on the shark         PROVOKED INCIDENT ,N
1921,1998,AUSTRALIA,South Australia,2 puncture wounds in left leg,N
1922,1998,SOUTH AFRICA,Eastern Cape Province,Leg bitten,N
1923,1998,SOUTH AFRICA,Eastern Cape Province,Right leg bitten,N
1924,1998,AUSTRALIA,South Australia,Leg injured,N
1925,1998,USA,Florida,FATAL,Y
1926,1998,USA,Florida,Right foot bitten,N
1927,1998,USA,Florida,Survived,N
1928,1998,USA,Oregon,No injury,N
1931,1998,USA,Florida,Minor lacerations on right ankle & foot,N
1932,1998,SOUTH AFRICA,Eastern Cape Province,"No injury, surfboard bitten",N
1933,1998,USA,Florida,Right hand bitten,N
1936,1998,USA,Florida,2 one-inch lacerations in left foot,N
1937,1998,USA,Florida,Puncture wounds to leg,N
1938,1998,USA,Florida,Left arm lacerated,N
1939,1998,SOUTH AFRICA,Eastern Cape Province,Laceration to right foot,N
1940,1998,USA,Florida,Right foot bitten,N
1942,1998,USA,Florida,Toes lacerated,N
1944,1998,USA,California,"Thigh, buttocks & lower back lacerated",N
1945,1998,USA,Virginia,Lacerations to left hand,N
1947,1998,USA,Florida,Left calf injured,N
1948,1998,SOUTH AFRICA,Transvaal,Lacerations to right shin  PROVOKED INCIDENT,N
1949,1998,SOUTH AFRICA,Western Cape Province,Legs bitten,N
1950,1998,SOUTH AFRICA,Western Cape Province,Leg bitten,N
1952,1998,USA,Florida,Calf bitten,N
1953,1998,SOUTH AFRICA,Western Cape Province,Right leg bitten,N
1954,1998,SOUTH AFRICA,Eastern Cape Province,Knee bitten,N
1955,1998,SOUTH AFRICA,Western Cape Province,Right leg bitten,N
1956,1998,AUSTRALIA,South Australia,"FATAL, left thigh and lower leg severely injured  ",Y
1957,1998,SOUTH AFRICA,Eastern Cape Province,"FATAL, hands & calf bitten  ",Y
1958,1998,USA,Florida,"2-inch laceration on dorsum of foot, 1-inch laceration on sole.",N
1959,1998,SOUTH AFRICA,Eastern Cape Province,Survived,N
1960,1998,SOUTH AFRICA,Eastern Cape Province,Minor laceration on foot,N
1961,1998,SOUTH AFRICA,Eastern Cape Province,Right shoulder & arm bitten,N
1962,1998,SOUTH AFRICA,Eastern Cape Province,Leg bitten,N
1963,1998,USA,Florida,4 lacerations on the sole of his right foot,N
1964,1998,USA,Florida,Ankle & foot bitten,N
1965,1998,USA,Florida,Left arm & wrist lacerated,N
1966,1998,SOUTH AFRICA,Western Cape Province,"Lower legs bitten, foot severed",N
1968,1998,USA,Oregon,Right thigh bitten,N
1969,1998,USA,Florida,"He grabbed shark's tail, shark bit his chest & held on.  PROVOKED INCIDENT",N
1972,1998,USA,Florida,Heel lacerated,N
1973,1998,SOUTH AFRICA,Western Cape Province,Lower leg lacerated,N
1974,1998,USA,Florida,6 puncture wounds to right calf,N
1975,1998,USA,Florida,Hands bitten,N
1976,1998,AUSTRALIA,New South Wales,"Missing, thought to have been taken by a shark",Y
1979,1998,SOUTH AFRICA,Eastern Cape Province,Calf & foot lacerated,N
1980,1998,AUSTRALIA,South Australia,20 punctures in right foot,N
1982,1998,SOUTH AFRICA,Eastern Cape Province,FATAL,Y
1984,1998,USA,Virginia,Shark grasped diver's gloved hand. Glove was soaked with fish blood & slime,N
1985,1997,SOUTH AFRICA,Western Cape Province,FATAL,Y
1986,1997,SOUTH AFRICA,Eastern Cape Province,Calf bitten,N
1987,1997,USA,Florida,"Ankle bitten, but shark involvement unconfirmed",N
1988,1997,USA,Florida,Left leg gashed knee to ankle,N
1989,1997,AUSTRALIA,Western Australia,Left arm lacerated when shark grabbed scooter,N
1990,1997,USA,Florida,Thigh bitten,N
1991,1997,AUSTRALIA,New South Wales,5 m white shark obsrved feeding on remains 6 days later,Y
1992,1997,AUSTRALIA,Western Australia,"Sierakowski suffered a minor facial injury, ski bitten in half by shark",N
1993,1997,USA,Hawaii,"Both legs bitten, right leg severed at mid-calf & defense wounds on right hand",N
1994,1997,USA,Florida,"5"" gash in foot",N
1995,1997,USA,Florida,Left foot bitten,N
1996,1997,SOUTH AFRICA,Eastern Cape Province,"No injury, hooked shark bit their 4.8 m inflatable boat",N
1997,1997,USA,Florida,Laceration & 3 puncture wounds to anterior right thigh,N
1999,1997,USA,Florida,Laceration to right foot,N
2000,1997,USA,Florida,2 small lacerations to bottom of foot,N
2001,1997,USA,Florida,Lacerations to lower left leg,N
2002,1997,USA,Florida,Lacerations on right ankle & heel,N
2003,1997,USA,Florida,"2"" laceration on left heel",N
2004,1997,USA,California,Leg & hand bitten,N
2007,1997,USA,Florida,Small lacerations on right lower leg,N
2010,1997,USA,Florida,Lacerations to foot,N
2011,1997,USA,Florida,Lacerations to right foot,N
2012,1997,USA,Texas,Wrist & am bitten,N
2013,1997,USA,Florida,Left forearm & wrist bitten,N
2014,1997,USA,Florida,Top of left foot bitten,N
2015,1997,USA,Florida,Top of left foot bitten,N
2016,1997,AUSTRALIA,Queensland,Leg lacerated,N
2017,1997,SOUTH AFRICA,Eastern Cape Province,FATAL,Y
2019,1997,USA,South Carolina,Left calf bitten,N
2022,1997,USA,Hawaii,Leg bitten just above ankle,N
2024,1997,USA,Florida,Laceration to left upper arm,N
2026,1997,USA,Florida,4 lacerations above left ankle,N
2027,1997,USA,Florida,Right thigh punctured,N
2028,1997,USA,Florida,Left elbow bitten,N
2029,1997,USA,Florida,Left ankle bitten,N
2033,1997,AUSTRALIA,Queensland,Left leg biten,N
2034,1997,AUSTRALIA,Queensland,Left arm bitten,N
2037,1997,AUSTRALIA,New South Wales,"Bruised, when shark struck scull & catapulted her into the water",N
2038,1997,AUSTRALIA,Queensland,"Left leg lacerated, punctures to right leg",N
2039,1997,AUSTRALIA,Western Australia,"Presumed fatal, no body recovered, shark mutilated wetsuit & harness recovered ",Y
2041,1997,AUSTRALIA,Victoria,"No injury to occupants, shark bit 2 of the dinghy's 3 floation chambers",N
2043,1996,SOUTH AFRICA,Eastern Cape Province,Elbow bitten,N
2046,1996,USA,California,Single laceration on ankle & board bitten,N
2047,1996,USA,Florida,Right foot bitten,N
2051,1996,USA,California,Lower leg bitten,N
2052,1996,USA,Florida,"4"" laceration on left forearm",N
2053,1996,USA,California,"No Injury, shark struck his board",N
2055,1996,USA,Florida,4 or 5 lacerations on left ankle,N
2057,1996,USA,Florida,Small puncture wounds and lacerations on right leg just below knee,N
2058,1996,USA,Florida,Right foot bitten,N
2059,1996,USA,Florida,Small lacerations on left foot,N
2060,1996,USA,South Carolina,Minor injuries to foot,N
2061,1996,SOUTH AFRICA,KwaZulu-Natal,No injury  PROVOKED INCIDENT,N
2062,1996,USA,Hawaii,Right calf bitten,N
2063,1996,USA,California,"Left shoulder, forearm, hand & abdomen lacerated",N
2064,1996,USA,Florida,"No injury, towed by shark that grabbed stringer of fish tied to his waist",N
2065,1996,USA,Florida,Survived,N
2068,1996,USA,Massachusetts,Lacerations to left leg & right foot ,N
2069,1996,USA,Florida,Laceration to right arm,N
2071,1996,USA,Florida,Right foot bitten,N
2072,1996,USA,Florida,Laceration on left foot,N
2074,1996,USA,South Carolina,"Lacerations to left shin, heel & foot",N
2075,1996,AUSTRALIA,Victoria,"No injury, board bitten",N
2076,1996,SOUTH AFRICA,KwaZulu-Natal,Survived,N
2077,1996,SOUTH AFRICA,Western Cape Province,Leg bitten,N
2078,1996,AUSTRALIA,New South Wales,"FATAL, but shark involvement prior to death was not confirmed",Y
2079,1996,USA,Florida,Right foot & ankle bitten,N
2081,1996,USA,Florida,Left foot & leg bitten,N
2083,1996,AUSTRALIA,New South Wales,Puncture wounds on upper left thigh ,N
2084,1996,AUSTRALIA,New South Wales,Puncture wounds on leg ,N
2086,1996,AUSTRALIA,Queensland,Left arm & leg lacerated,N
2087,1996,AUSTRALIA,New South Wales,Left calf bitten,N
2088,1996,AUSTRALIA,New South Wales,Left leg & right testicle bitten,N
2089,1996,USA,Missouri,5 punctures to hand from captive shark PROVOKED INCIDENT,N
2094,1996,AUSTRALIA,New South Wales,Ankles injured,N
2095,1996,USA,Florida,Shark bit his leg after he grabbed its tail & wouldn't let go PROVOKED INCIDENT,N
2096,1996,AUSTRALIA,Queensland,Lacerations to left calf,N
2097,1996,USA,Hawaii,Lacerations to left foot & right shin,N
2099,1996,AUSTRALIA,New South Wales,"No injury to occupants; shark rammed, bit & sank boat ",N
2102,1996,USA,North Carolina,Survived,N
2105,1995,USA,Hawaii,Minor injury,N
2107,1995,AUSTRALIA,Queensland,Survived,N
2108,1995,USA,Florida,Lacerations to right foot,N
2109,1995,USA,Florida,Foot bitten,N
2110,1995,AUSTRALIA,Queensland,Laceration to thigh,N
2111,1995,USA,Florida,Right arm injured,N
2112,1995,USA,Florida,4 punctures in left foot,N
2113,1995,USA,Florida,Leg & ankle bitten,N
2114,1995,USA,California,"Right foot bruised, board bitten",N
2115,1995,USA,Florida,Left arm & hand lacerated,N
2116,1995,USA,Florida,Left elbow and bicep bitten,N
2118,1995,USA,Florida,"Presumed FATAL, body not recovered",Y
2119,1995,AUSTRALIA,Western Australia,"FATAL, head, shoulder and arm severed, remains recovered at Munglinup Beach on 9/13/1995",Y
2120,1995,USA,California,Lower leg bitten,N
2121,1995,USA,North Carolina,Laceration to lower leg,N
2122,1995,USA,Florida,Left hand & forearm bitten,N
2123,1995,USA,South Carolina,Puncture wounds on ankle & leg,N
2125,1995,USA,Florida,Left elbow bitten,N
2126,1995,USA,Florida,4 puncture wounds on right pinky finger,N
2127,1995,USA,North Carolina,Left arm bitten,N
2128,1995,USA,North Carolina,Right foot bitten,N
2129,1995,USA,Florida,Bottom of left foot gashed,N
2130,1995,USA,North Carolina,No injury,N
2132,1995,USA,Florida,Thigh lacerated,N
2133,1995,USA,North Carolina,Death resulted fom drowning; shark bites were post-mortem,Y
2134,1995,USA,Florida,Laceration to left heel,N
2135,1995,USA,South Carolina,Left foot bitten,N
2136,1995,USA,Florida,Multiple bites on right leg and knee,N
2138,1995,USA,California,Torso bitten,N
2139,1995,USA,Florida,Left foot bitten,N
2140,1995,USA,Florida,Minor laceration on lower leg,N
2141,1995,USA,Florida,Laceration to heel,N
2142,1995,USA,Florida,2-inch laceration to lower right leg ,N
2143,1995,USA,South Carolina,Hand bitten (minor injury),N
2144,1995,USA,South Carolina,Right foot bitten,N
2145,1995,USA,Florida,Foot bitten,N
2146,1984,SOUTH AFRICA,Eastern Cape Province,Wetsuit lacerated,N
2148,1995,USA,Texas,Foot bitten,N
2149,1995,USA,Mississippi,Minor laceration to leg from a hooked shark PROVOKED INCIDENT,N
2150,1995,USA,South Carolina,Foot bitten PROVOKED INCIDENT,N
2151,1995,USA,California,"Forearm, abdomen & upper leg lacerated",N
2152,1995,USA,California,Minor injuries,N
2153,1995,USA,Georgia,Ankle bitten,N
2154,1995,USA,South Carolina,Foot bitten,N
2155,1995,USA,Florida,Right leg bitten,N
2156,1995,USA,Florida,Leg bitten,N
2157,1995,USA,Hawaii,Puncture wounds & scratches to torso & left leg ,N
2161,1995,USA,Florida,Left foot bitten,N
2165,1995,USA,Florida,Dorsum of right hand bitten,N
2166,1995,USA,Florida,Puncture wounds on right foot,N
2167,1995,AUSTRALIA,New South Wales,"No injury, shark took swimfin",N
2169,1995,AUSTRALIA,New South Wales,"No injury, knocked off board by shark",N
2170,1995,AUSTRALIA,South Australia,Left arm lacerated,N
